Date,Domain,City,Balance,Total_Transaction,Gender,Age,NumOfProducts,HasCrCard,Exited,EstimatedSalary
,,,,,,27,1,0,,142170.44
,,,,,,46,2,1,,94499.06
,,,,,,39,2,0,,182081.45
,,,,,,34,2,1,,68562.26
,,,,,,35,2,1,,88798.02
,,,,,,32,2,1,,113781.99
,,,,,,31,2,1,,121866.87
,,,,,,51,1,1,,150390.57
,,,,,,28,1,1,,60708.72
,,,,,,43,2,1,,78858.07
,,,,,,52,1,0,,56407.42
,,,,,,27,2,0,,125698.97
,,,,,,34,1,1,,23235.38
,,,,,,42,1,1,,75732.25
,,,,,,51,2,1,,179861.79
,,,,,,34,2,1,,42976.64
,,,,,,30,2,0,,10486.69
,,,,,,31,1,1,,56794.73
,,,,,,26,2,0,,28157.34
,,,,,,37,2,0,,152422.91
,,,,,,35,1,1,,167033.83
,,,,,,32,1,1,,126082.18
,,,,,,43,1,1,,181499.77
,,,,,,55,2,1,,41967.03
,,,,,,37,2,0,,186300.59
,,,,,,33,1,1,,85412.54
,,,,,,31,2,1,,23343.18
,,,,,,38,2,1,,180698.32
,,,,,,25,1,1,,136071.05
,,,,,,52,1,1,,175149.2
,,,,,,32,1,1,,146949.74
,,,,,,46,1,1,,88920.68
,,,,,,33,1,1,,45098.62
,,,,,,40,1,1,,20339.79
,,,,,,57,1,0,,108528.74
,,,,,,46,1,1,,145560.38
,,,,,,25,3,1,,199357.24
,,,,,,29,1,1,,43106.17
,,,,,,29,2,1,,137508.31
,,,,,,31,2,1,,91957.39
,,,,,,39,1,1,,120612.11
,,,,,,41,1,1,,102921.17
,,,,,,49,1,1,,31686.33
,,,,,,40,1,1,,180002.42
,,,,,,31,2,1,,28407.4
,,,,,,41,1,0,,73743.95
,,,,,,22,3,1,,186233.26
,,,,,,39,1,1,,31728.86
,,,,,,74,1,1,,48244.64
,,,,,,52,1,1,,113266.28
,,,,,,42,2,1,,71178.09
,,,,,,37,2,0,,25684.93
,,,,,,41,2,0,,29737.14
,,,,,,61,1,1,,149922.38
,,,,,,42,1,1,,180702.12
,,,,,,59,2,0,,27597.59
,,,,,,29,2,1,,95025.27
,,,,,,34,2,1,,167035.07
,,,,,,57,2,0,,116781.71
,,,,,,29,2,0,,21170.81
,,,,,,34,1,1,,29641.58
,,,,,,51,1,1,,116520.07
,,,,,,26,1,0,,44220.4
,,,,,,28,1,1,,166188.28
,,,,,,46,1,0,,140857.76
,,,,,,46,2,1,,37024.28
,,,,,,24,2,1,,27513.47
,,,,,,29,1,1,,17744.72
,,,,,,59,1,1,,4423.63
,,,,,,51,1,0,,109718.44
,,,,,,47,1,0,,107243.31
,,,,,,25,1,0,,115288.24
,,,,,,38,2,0,,41233.97
,,,,,,88,2,1,,52952.24
,,,,,,63,1,0,,78955.8
,,,,,,41,1,1,,26025.6
,,,,,,40,1,1,,174536.17
,,,,,,53,4,1,,147311.47
,,,,,,32,2,0,,77965.44
,,,,,,40,1,1,,5635.63
,,,,,,32,1,0,,81310.1
,,,,,,32,2,0,,111421.45
,,,,,,27,2,0,,190269.21
,,,,,,38,1,1,,100950.48
,,,,,,36,1,1,,113033.73
,,,,,,31,1,0,,120663.57
,,,,,,49,2,1,,187192.23
,,,,,,38,1,1,,97825.23
,,,,,,57,1,1,,169621.69
,,,,,,37,2,1,,191557.1
,,,,,,32,2,1,,103287.62
,,,,,,38,1,1,,167538.66
,,,,,,41,1,1,,64869.32
,,,,,,41,1,1,,102426.06
,,,,,,40,2,0,,107876.2
,,,,,,37,2,1,,37294.88
,,,,,,57,2,1,,89248.99
,,,,,,40,1,0,,91973.63
,,,,,,37,2,1,,16870.2
,,,,,,39,1,1,,121681.19
,,,,,,38,1,0,,33730.43
,,,,,,36,2,1,,104786.59
,,,,,,32,1,1,,94790.34
,,,,,,21,2,0,,28726.07
,,,,,,28,1,1,,67057.27
,,,,,,35,1,1,,69079.85
,,,,,,26,2,1,,179780.74
,,,,,,31,1,1,,183572.39
,,,,,,23,1,1,,142587.32
,,,,,,46,1,1,,177844.06
,,,,,,56,3,1,,197634.11
,,,,,,45,2,0,,121053.19
,,,,,,20,2,1,,149613.77
,,,,,,37,2,1,,142.81
,,,,,,37,4,0,,131766.67
,,,,,,38,2,0,,53311.78
,,,,,,38,1,1,,107665.02
,,,,,,32,1,1,,109523.88
,,,,,,32,1,0,,112132.86
,,,,,,45,2,0,,113645.4
,,,,,,37,1,0,,180890.4
,,,,,,44,2,1,,70974.13
,,,,,,33,2,0,,53379.52
,,,,,,46,1,1,,158531.01
,,,,,,50,4,1,,179267.94
,,,,,,52,1,1,,84606.03
,,,,,,34,1,1,,56984.58
,,,,,,51,1,1,,116912.45
,,,,,,39,2,1,,102999.33
,,,,,,26,2,1,,132801.57
,,,,,,40,1,1,,85455.62
,,,,,,36,2,1,,98657.01
,,,,,,36,2,1,,107948.72
,,,,,,50,3,1,,67944.09
,,,,,,62,2,1,,192892.05
,,,,,,61,1,1,,187247.56
,,,,,,25,2,1,,114722.42
,,,,,,35,2,0,,111687.57
,,,,,,24,2,1,,184182.25
,,,,,,52,1,1,,52759.82
,,,,,,34,1,0,,126451.14
,,,,,,29,2,0,,12048.67
,,,,,,42,2,1,,95804.33
,,,,,,26,2,0,,197911.52
,,,,,,29,1,1,,182531.74
,,,,,,45,1,1,,168002.31
,,,,,,47,1,1,,79450.61
,,,,,,60,2,0,,60615.83
,,,,,,61,2,0,,8643.21
,,,,,,35,1,1,,172172.7
,,,,,,40,2,0,,174434.06
,,,,,,58,1,0,,194930.3
,,,,,,33,1,1,,137476.71
,,,,,,38,2,1,,94415.6
,,,,,,46,2,1,,120376.87
,,,,,,45,1,0,,97623.42
,,,,,,61,4,0,,66238.23
,,,,,,41,3,1,,131710.59
,,,,,,24,2,0,,69052.87
,,,,,,34,2,0,,56780.97
,,,,,,43,1,1,,170072.9
,,,,,,50,3,1,,191849.15
,,,,,,59,1,0,,84803.76
,,,,,,50,2,1,,31840.59
,,,,,,36,2,1,,12096.61
,,,,,,42,2,1,,44165.84
,,,,,,53,1,1,,91406.62
,,,,,,46,2,1,,83282.21
,,,,,,71,1,1,,198446.91
,,,,,,30,1,0,,7554.68
,,,,,,38,1,1,,80416.16
,,,,,,41,2,1,,164549.74
,,,,,,26,2,1,,175477.03
,,,,,,30,2,1,,137903.54
,,,,,,40,2,1,,93795.86
,,,,,,30,1,0,,67997.13
,,,,,,34,1,1,,49492.15
,,,,,,58,1,0,,35825.18
,,,,,,27,2,1,,67494.23
,,,,,,38,1,1,,73963.17
,,,,,,50,2,0,,145159.26
,,,,,,29,1,1,,123850.58
,,,,,,42,2,0,,23822.04
,,,,,,47,1,1,,45750.21
,,,,,,40,1,1,,159773.14
,,,,,,31,1,1,,84238.63
,,,,,,44,1,0,,72330.46
,,,,,,58,2,1,,26767.85
,,,,,,40,2,1,,164768.82
,,,,,,51,2,0,,1112.76
,,,,,,54,1,1,,176680.16
,,,,,,36,2,1,,43999.64
,,,,,,29,1,1,,140746.13
,,,,,,32,1,0,,152790.92
,,,,,,30,1,1,,81537.85
,,,,,,38,1,1,,7387.8
,,,,,,31,2,1,,183038.33
,,,,,,46,2,1,,138849.06
,,,,,,31,2,1,,170333.38
,,,,,,40,1,0,,60416.76
,,,,,,28,2,1,,100240.2
,,,,,,50,1,1,,2704.98
,,,,,,33,2,0,,68815.05
,,,,,,32,1,1,,64839.23
,,,,,,44,1,1,,144494.94
,,,,,,22,1,1,,185510.34
,,,,,,38,1,1,,56055.72
,,,,,,40,2,1,,155061.97
,,,,,,53,2,0,,119817.19
,,,,,,47,1,1,,16259.64
,,,,,,29,1,1,,184654.87
,,,,,,28,2,0,,5278.78
,,,,,,40,1,1,,113244.73
,,,,,,48,2,1,,8908
,,,,,,62,1,0,,64490.67
,,,,,,24,3,1,,154971.63
,,,,,,41,2,1,,155786.39
,,,,,,28,2,1,,129084.82
,,,,,,34,1,0,,188533.11
,,,,,,25,1,1,,13411.67
,,,,,,34,2,1,,15733.19
,,,,,,32,2,1,,73127.61
,,,,,,31,1,1,,101704.19
,,,,,,32,1,1,,101986.16
,,,,,,46,1,1,,114442.66
,,,,,,38,1,1,,15669.17
,,,,,,42,1,1,,157486.1
,,,,,,34,2,0,,131281.28
,,,,,,26,2,0,,197001.15
,,,,,,58,4,1,,128881.87
,,,,,,63,1,1,,85101
,,,,,,35,2,0,,149822.04
,,,,,,45,4,0,,108040.86
,,,,,,30,2,0,,135795.53
,,,,,,49,1,0,,25867.67
,,,,,,35,2,1,,130483.56
,,,,,,36,1,1,,183479.12
,,,,,,27,2,1,,77027.34
,,,,,,28,2,0,,94141.75
,,,,,,29,1,0,,4092.75
,,,,,,29,1,1,,109257.59
,,,,,,29,2,0,,104617.99
,,,,,,25,2,1,,167705.07
,,,,,,48,1,1,,103712.05
,,,,,,42,1,0,,161242.99
,,,,,,36,2,1,,6089.13
,,,,,,35,1,1,,159777.37
,,,,,,48,2,1,,7919.08
,,,,,,41,1,1,,188274.6
,,,,,,42,1,1,,27608.12
,,,,,,27,2,1,,183569.25
,,,,,,30,2,1,,145537.32
,,,,,,29,2,1,,164717.95
,,,,,,43,2,1,,76357.43
,,,,,,40,2,1,,120158.72
,,,,,,31,2,1,,151843.54
,,,,,,28,1,0,,5698.97
,,,,,,22,1,1,,122865.55
,,,,,,27,1,1,,152665.85
,,,,,,27,1,0,,192131.77
,,,,,,23,2,1,,62851.6
,,,,,,39,2,1,,140941.47
,,,,,,51,1,0,,56767.67
,,,,,,21,1,1,,177235.23
,,,,,,37,2,1,,86242.18
,,,,,,33,1,1,,34215.58
,,,,,,40,2,0,,44406.17
,,,,,,38,2,1,,165196.65
,,,,,,26,1,1,,34542.41
,,,,,,44,1,1,,74838.64
,,,,,,53,2,1,,36980.54
,,,,,,34,2,0,,111676.63
,,,,,,29,1,1,,25858.68
,,,,,,40,3,0,,177028
,,,,,,62,1,1,,30990.16
,,,,,,44,1,1,,136915.15
,,,,,,28,1,1,,108457.99
,,,,,,44,1,0,,131609.48
,,,,,,32,1,0,,159737.56
,,,,,,29,2,1,,142238.54
,,,,,,30,1,1,,105890.55
,,,,,,37,2,1,,194270.91
,,,,,,35,1,1,,105443.47
,,,,,,52,1,1,,173899.42
,,,,,,19,2,1,,122823.34
,,,,,,64,1,0,,13181.37
,,,,,,35,2,0,,140780.8
,,,,,,34,2,0,,78560.64
,,,,,,50,1,1,,185855.21
,,,,,,25,1,1,,128276.95
,,,,,,38,2,1,,140197.42
,,,,,,43,1,1,,32462.39
,,,,,,38,1,1,,162253.9
,,,,,,38,2,1,,30498.7
,,,,,,35,1,1,,90280.7
,,,,,,39,2,1,,32615.21
,,,,,,36,2,0,,196142.26
,,,,,,27,2,1,,16998.72
,,,,,,23,1,0,,62980.96
,,,,,,28,2,0,,185660.3
,,,,,,60,2,1,,77331.77
,,,,,,42,1,0,,97338.62
,,,,,,44,2,0,,67234.33
,,,,,,32,1,1,,143783.28
,,,,,,38,1,0,,77661.12
,,,,,,42,2,1,,89123.99
,,,,,,37,2,1,,70810.8
,,,,,,31,2,0,,17550.49
,,,,,,34,2,0,,21497.27
,,,,,,29,2,0,,124749.08
,,,,,,39,3,1,,36051.46
,,,,,,40,1,1,,143681.83
,,,,,,48,2,1,,150694.58
,,,,,,28,3,1,,170487.4
,,,,,,29,1,1,,97684.46
,,,,,,31,2,1,,53520.03
,,,,,,31,2,1,,15200.61
,,,,,,30,1,0,,196894.62
,,,,,,46,1,1,,4969.13
,,,,,,27,2,0,,26229.24
,,,,,,34,2,1,,134034.32
,,,,,,22,1,1,,198032.93
,,,,,,38,1,0,,119882.86
,,,,,,21,1,1,,133102.3
,,,,,,37,1,0,,176395.02
,,,,,,37,2,1,,193179.88
,,,,,,28,2,1,,125062.02
,,,,,,32,1,1,,143287.58
,,,,,,67,1,0,,87236.4
,,,,,,55,1,1,,93769.89
,,,,,,38,1,0,,88965.46
,,,,,,45,2,1,,30793.61
,,,,,,70,2,1,,74532.02
,,,,,,39,1,0,,113086.08
,,,,,,42,1,1,,32574.01
,,,,,,56,3,0,,130113.78
,,,,,,44,3,1,,104722.47
,,,,,,32,1,1,,14559.62
,,,,,,41,1,1,,598.8
,,,,,,38,1,1,,129697.99
,,,,,,58,1,1,,36315.03
,,,,,,37,1,0,,1114.12
,,,,,,57,2,1,,70954.41
,,,,,,46,2,1,,73470.98
,,,,,,23,2,1,,91573.19
,,,,,,30,1,0,,3154.95
,,,,,,33,2,1,,88187.81
,,,,,,48,1,1,,118855.26
,,,,,,32,1,1,,125256.53
,,,,,,37,2,0,,39016.43
,,,,,,30,1,1,,145796.49
,,,,,,36,2,1,,168816.22
,,,,,,31,2,0,,73322
,,,,,,41,3,0,,113677.53
,,,,,,45,1,0,,124607.7
,,,,,,34,1,1,,11276.48
,,,,,,38,2,1,,136620.64
,,,,,,41,1,1,,70523.92
,,,,,,22,1,1,,51980.25
,,,,,,38,1,1,,113481.02
,,,,,,52,1,1,,49025.79
,,,,,,36,2,1,,145937.99
,,,,,,35,2,1,,25161.61
,,,,,,48,1,1,,175753.55
,,,,,,25,1,1,,24903.09
,,,,,,57,3,1,,169719.35
,,,,,,42,2,1,,179565.57
,,,,,,31,1,0,,115337.74
,,,,,,28,2,0,,48131.92
,,,,,,42,1,1,,160828.98
,,,,,,31,2,0,,145151.96
,,,,,,29,1,1,,196293.76
,,,,,,45,2,1,,161653.5
,,,,,,36,2,0,,84635.64
,,,,,,37,1,1,,159486.76
,,,,,,68,1,1,,38596.34
,,,,,,50,2,1,,27814.74
,,,,,,28,2,1,,183893.31
,,,,,,47,1,1,,140803.7
,,,,,,38,2,0,,146585.53
,,,,,,36,2,1,,40062.29
,,,,,,30,1,1,,181300.32
,,,,,,27,1,1,,84136.12
,,,,,,26,2,1,,197594.34
,,,,,,38,1,1,,125953.83
,,,,,,32,2,1,,75465.41
,,,,,,28,1,1,,177737.07
,,,,,,72,2,1,,7144.46
,,,,,,29,2,0,,155639.76
,,,,,,28,1,1,,162428.05
,,,,,,51,2,1,,12457.76
,,,,,,39,2,0,,14917.09
,,,,,,61,1,1,,182184.09
,,,,,,71,2,1,,129984.2
,,,,,,38,2,0,,194872.97
,,,,,,40,2,1,,117507.11
,,,,,,61,2,1,,157527.6
,,,,,,24,2,0,,92612.88
,,,,,,33,2,0,,74850.84
,,,,,,37,2,0,,127413
,,,,,,43,1,0,,69584.3
,,,,,,40,1,1,,198814.24
,,,,,,46,3,1,,162643.15
,,,,,,39,1,1,,114092.52
,,,,,,44,1,1,,68860.3
,,,,,,39,1,1,,16150.34
,,,,,,66,1,1,,115227.02
,,,,,,45,2,0,,170621.55
,,,,,,23,1,1,,103099.22
,,,,,,52,1,0,,172495.81
,,,,,,25,1,0,,38772.82
,,,,,,39,1,1,,44946.29
,,,,,,27,2,0,,146007.7
,,,,,,28,1,1,,145558.42
,,,,,,43,1,1,,193312.33
,,,,,,51,2,1,,40257.79
,,,,,,29,1,1,,46677.9
,,,,,,53,1,1,,153887.93
,,,,,,43,1,1,,103108.33
,,,,,,44,2,1,,58652.23
,,,,,,51,1,1,,91624.11
,,,,,,38,1,1,,65986.48
,,,,,,33,2,1,,113845.19
,,,,,,42,1,1,,67607.9
,,,,,,32,2,1,,145471.94
,,,,,,30,2,1,,124071.71
,,,,,,34,2,1,,67502.12
,,,,,,28,3,1,,78707.97
,,,,,,52,1,1,,171189.83
,,,,,,40,2,1,,149381.32
,,,,,,37,2,1,,100335.55
,,,,,,25,2,1,,152698.24
,,,,,,30,2,1,,41192.95
,,,,,,37,1,1,,132540.33
,,,,,,34,2,1,,96875.52
,,,,,,31,1,1,,152305.47
,,,,,,33,2,1,,49672.01
,,,,,,34,1,1,,133997.53
,,,,,,59,1,0,,50454.8
,,,,,,32,2,1,,16402.11
,,,,,,40,1,1,,67803.83
,,,,,,43,1,1,,9241.78
,,,,,,36,2,0,,100601.73
,,,,,,33,1,0,,98734.15
,,,,,,43,2,1,,160574.09
,,,,,,53,2,0,,26015.8
,,,,,,32,2,0,,187172.54
,,,,,,20,1,1,,55763.66
,,,,,,40,1,1,,75848.22
,,,,,,30,1,0,,40313.47
,,,,,,35,2,1,,23864.21
,,,,,,60,2,1,,51380.9
,,,,,,49,1,0,,93551.36
,,,,,,36,2,0,,169415.54
,,,,,,32,1,1,,6935.31
,,,,,,40,2,1,,25399.7
,,,,,,38,2,1,,66256.27
,,,,,,48,1,1,,114709.13
,,,,,,38,2,1,,158357.97
,,,,,,35,1,0,,164815.59
,,,,,,45,1,1,,132127.69
,,,,,,39,2,1,,146637.45
,,,,,,38,2,1,,90256.06
,,,,,,41,2,1,,34827.43
,,,,,,41,1,0,,22074.48
,,,,,,39,1,0,,109805.17
,,,,,,48,1,1,,100478.6
,,,,,,40,2,1,,97416.34
,,,,,,53,1,1,,24207.86
,,,,,,33,1,0,,69132.66
,,,,,,75,2,1,,9376.89
,,,,,,45,1,1,,43046.7
,,,,,,51,2,0,,20856.31
,,,,,,25,2,0,,187048.72
,,,,,,32,2,1,,53420.53
,,,,,,45,1,1,,37013.29
,,,,,,25,2,1,,89566.64
,,,,,,33,1,0,,149913.84
,,,,,,43,2,1,,18066.69
,,,,,,37,1,1,,26912.34
,,,,,,21,1,1,,173511.72
,,,,,,26,1,1,,146785.44
,,,,,,27,1,0,,1050.33
,,,,,,36,2,1,,89587.34
,,,,,,22,2,1,,74405.34
,,,,,,55,2,0,,54409.48
,,,,,,38,2,1,,3647.57
,,,,,,52,4,1,,198874.52
,,,,,,36,1,1,,53412.54
,,,,,,32,1,1,,194867.78
,,,,,,33,1,1,,150452.88
,,,,,,35,1,1,,57807.05
,,,,,,67,2,1,,107534.32
,,,,,,36,1,1,,194073.33
,,,,,,52,1,1,,126233.18
,,,,,,37,2,1,,182354.46
,,,,,,35,1,1,,120586.32
,,,,,,37,2,1,,50578.4
,,,,,,38,1,1,,86575.46
,,,,,,29,2,0,,153392.28
,,,,,,42,2,1,,115509.59
,,,,,,37,2,1,,82176.48
,,,,,,26,1,1,,63717.49
,,,,,,37,2,1,,198745.94
,,,,,,31,1,0,,5719.11
,,,,,,34,1,0,,20058.61
,,,,,,30,2,1,,170638.98
,,,,,,44,2,1,,30607.11
,,,,,,50,2,0,,37171.46
,,,,,,31,1,1,,42589.33
,,,,,,47,1,1,,66799.28
,,,,,,33,1,0,,101866.39
,,,,,,29,2,1,,49284
,,,,,,52,1,1,,27445.4
,,,,,,35,2,1,,70760.69
,,,,,,26,3,0,,104502.02
,,,,,,73,2,1,,165407.96
,,,,,,33,1,1,,113580.79
,,,,,,47,2,1,,45978.39
,,,,,,35,1,1,,152012.36
,,,,,,32,1,0,,77349.92
,,,,,,41,2,1,,47322.05
,,,,,,22,2,1,,38772.65
,,,,,,69,1,1,,24489.44
,,,,,,38,2,1,,14466.08
,,,,,,33,1,0,,63142.12
,,,,,,52,1,1,,41858.43
,,,,,,32,3,1,,127443.82
,,,,,,40,2,1,,84151.98
,,,,,,28,2,0,,58595.64
,,,,,,52,1,1,,37240.11
,,,,,,56,1,1,,114522.68
,,,,,,57,2,1,,72549.27
,,,,,,38,2,1,,176712.59
,,,,,,42,1,0,,152855.96
,,,,,,33,2,1,,73371.65
,,,,,,46,1,1,,70323.68
,,,,,,34,1,0,,9663.28
,,,,,,41,2,1,,142514.66
,,,,,,29,1,1,,118623.94
,,,,,,76,1,1,,68400.14
,,,,,,63,2,1,,115291.86
,,,,,,32,1,1,,170382.99
,,,,,,39,1,1,,112946.67
,,,,,,32,1,1,,79812.77
,,,,,,42,1,1,,19862.78
,,,,,,37,2,1,,158610.89
,,,,,,54,1,1,,191212.63
,,,,,,46,1,1,,61931.21
,,,,,,33,1,1,,58043.02
,,,,,,35,2,1,,22247.27
,,,,,,44,1,1,,31448.52
,,,,,,28,2,1,,146875.86
,,,,,,27,2,1,,116081.93
,,,,,,39,1,0,,73669.94
,,,,,,28,2,1,,93959.96
,,,,,,26,2,0,,158918.03
,,,,,,42,1,1,,198193.75
,,,,,,41,1,0,,13160.03
,,,,,,32,2,1,,4660.91
,,,,,,20,1,0,,180197.74
,,,,,,42,2,1,,63023.02
,,,,,,36,1,0,,118971.74
,,,,,,29,2,0,,154700.61
,,,,,,39,1,1,,97577.17
,,,,,,37,1,1,,48990.5
,,,,,,31,2,1,,140262.96
,,,,,,51,1,1,,130189.53
,,,,,,43,2,1,,16301.91
,,,,,,33,2,1,,126962.41
,,,,,,46,1,1,,158750.53
,,,,,,30,2,1,,199644.2
,,,,,,41,1,1,,144272.71
,,,,,,29,2,0,,98320.27
,,,,,,25,1,1,,64129.03
,,,,,,29,1,1,,181221.09
,,,,,,31,2,1,,163809.08
,,,,,,38,3,1,,171457.06
,,,,,,51,2,0,,15801.02
,,,,,,46,2,0,,102950.79
,,,,,,36,2,1,,174918.46
,,,,,,45,1,1,,193160.25
,,,,,,39,3,0,,5831
,,,,,,36,2,1,,82298.59
,,,,,,34,2,0,,130686.59
,,,,,,45,1,0,,52885.23
,,,,,,30,1,1,,68985.99
,,,,,,42,1,1,,35367.19
,,,,,,56,1,1,,196241.94
,,,,,,59,1,1,,170705.53
,,,,,,37,2,1,,126477.41
,,,,,,39,1,1,,159618.17
,,,,,,45,3,1,,195395.33
,,,,,,35,1,0,,168285.85
,,,,,,40,1,1,,138052.51
,,,,,,41,2,1,,71179.31
,,,,,,39,2,1,,55556.3
,,,,,,43,2,1,,31705.19
,,,,,,35,1,1,,186118.93
,,,,,,35,2,1,,195580.28
,,,,,,30,1,1,,54113.38
,,,,,,42,2,1,,127528.84
,,,,,,26,1,0,,60231.74
,,,,,,47,3,1,,156878.42
,,,,,,45,1,1,,182784.11
,,,,,,19,1,0,,129690.5
,,,,,,49,1,1,,113860.81
,,,,,,51,2,0,,184524.74
,,,,,,59,1,1,,36124.98
,,,,,,39,1,0,,121316.07
,,,,,,29,1,1,,185630.76
,,,,,,45,2,1,,71133.12
,,,,,,26,1,0,,32020.42
,,,,,,47,2,1,,162760.96
,,,,,,33,1,0,,175178.56
,,,,,,40,2,0,,177099.71
,,,,,,43,2,1,,66406.37
,,,,,,32,2,0,,59559.81
,,,,,,55,1,0,,175750.21
,,,,,,47,2,1,,174311.3
,,,,,,39,2,1,,171716.81
,,,,,,45,1,1,,189362.39
,,,,,,33,1,0,,180716.1
,,,,,,62,1,0,,116977.89
,,,,,,31,2,1,,185105.44
,,,,,,47,1,1,,35046.97
,,,,,,30,1,1,,36251
,,,,,,41,1,1,,103174.5
,,,,,,27,2,1,,122642.09
,,,,,,43,1,1,,122937.57
,,,,,,43,2,1,,8757.39
,,,,,,32,1,0,,125782.29
,,,,,,29,2,1,,122487.73
,,,,,,27,1,1,,20066.38
,,,,,,29,2,1,,55473.15
,,,,,,38,2,0,,38962.94
,,,,,,36,1,1,,63795.8
,,,,,,27,2,1,,163060.43
,,,,,,39,1,1,,26578.69
,,,,,,41,1,0,,5066.76
,,,,,,39,2,1,,140497.67
,,,,,,40,2,0,,146156.98
,,,,,,42,1,0,,199316.19
,,,,,,48,2,1,,103944.37
,,,,,,39,2,1,,138021.36
,,,,,,20,1,0,,68621.98
,,,,,,22,1,1,,28149.06
,,,,,,45,3,1,,135169.76
,,,,,,85,2,1,,116537.96
,,,,,,36,1,1,,105922.69
,,,,,,45,1,0,,88211.12
,,,,,,43,2,1,,26900.63
,,,,,,21,2,1,,3494.02
,,,,,,47,2,1,,113163.17
,,,,,,26,2,1,,19324.5
,,,,,,38,2,1,,189678.7
,,,,,,34,2,1,,26387.71
,,,,,,29,2,0,,106276.55
,,,,,,38,1,1,,45015.38
,,,,,,29,1,1,,173495.77
,,,,,,27,1,1,,52581.96
,,,,,,31,1,0,,146339.27
,,,,,,48,2,1,,182609.97
,,,,,,37,1,1,,197890.65
,,,,,,32,2,1,,6225.63
,,,,,,44,2,1,,123977.86
,,,,,,53,1,1,,170195.4
,,,,,,35,2,1,,114190.3
,,,,,,34,2,1,,27022.57
,,,,,,67,1,0,,59457
,,,,,,44,2,1,,165038.41
,,,,,,58,1,1,,154181.41
,,,,,,33,1,1,,134960.98
,,,,,,58,2,1,,65708.5
,,,,,,33,2,0,,117374.22
,,,,,,43,2,1,,77703.19
,,,,,,33,2,1,,177651.38
,,,,,,40,3,1,,60954.45
,,,,,,32,1,1,,151924.9
,,,,,,35,2,1,,26318.73
,,,,,,42,1,1,,147557.71
,,,,,,28,2,1,,125918.17
,,,,,,31,1,1,,190803.37
,,,,,,31,1,1,,11043.54
,,,,,,43,2,1,,119100.05
,,,,,,32,2,1,,140579.17
,,,,,,32,2,0,,37731.95
,,,,,,30,1,1,,1852.58
,,,,,,32,2,1,,172049.84
,,,,,,44,1,1,,133591.11
,,,,,,35,2,1,,192751.18
,,,,,,43,2,1,,193828.27
,,,,,,33,1,1,,55775.72
,,,,,,36,2,1,,102280.29
,,,,,,34,2,0,,44965.44
,,,,,,28,2,1,,170661.02
,,,,,,29,1,0,,197145.89
,,,,,,44,1,1,,192359.9
,,,,,,40,1,1,,141210.18
,,,,,,30,2,1,,100557.03
,,,,,,54,1,1,,130805.54
,,,,,,22,2,1,,92606.98
,,,,,,36,2,1,,123956.83
,,,,,,25,1,1,,102758.43
,,,,,,40,1,1,,94876.65
,,,,,,43,2,0,,94811.85
,,,,,,37,2,0,,67840.81
,,,,,,31,1,0,,4050.57
,,,,,,41,1,0,,134665.25
,,,,,,25,2,0,,181647.13
,,,,,,19,1,1,,33282.84
,,,,,,59,1,0,,27965
,,,,,,30,1,1,,68343.53
,,,,,,24,2,1,,198161.07
,,,,,,60,1,1,,196858.4
,,,,,,35,2,1,,120511.03
,,,,,,32,1,1,,30886.35
,,,,,,29,2,1,,2743.69
,,,,,,47,2,1,,167778.62
,,,,,,31,1,1,,132404.64
,,,,,,28,2,1,,144423.17
,,,,,,45,2,1,,181204.5
,,,,,,30,1,1,,182726.22
,,,,,,28,2,1,,120880.72
,,,,,,47,1,0,,26812.89
,,,,,,74,2,1,,66732.63
,,,,,,42,2,1,,100834.22
,,,,,,40,3,1,,107815.31
,,,,,,32,2,1,,34665.79
,,,,,,40,1,1,,147093.84
,,,,,,21,1,1,,36942.35
,,,,,,39,1,1,,16460.77
,,,,,,43,1,0,,45610.63
,,,,,,33,2,1,,184954.11
,,,,,,51,1,0,,47795.43
,,,,,,23,2,1,,196789.9
,,,,,,27,1,1,,173425.68
,,,,,,29,1,1,,36221.18
,,,,,,30,2,1,,174738.2
,,,,,,39,1,1,,67131.3
,,,,,,26,1,1,,165692.03
,,,,,,43,1,1,,194691.95
,,,,,,33,1,0,,129525.5
,,,,,,34,2,0,,146511.2
,,,,,,37,2,1,,51752.18
,,,,,,56,1,1,,35418.69
,,,,,,39,2,0,,57995.74
,,,,,,39,1,1,,108152.75
,,,,,,27,1,1,,166144.98
,,,,,,34,1,1,,101737.8
,,,,,,37,1,0,,33326.71
,,,,,,44,2,1,,81140.09
,,,,,,48,1,1,,140173.17
,,,,,,60,1,1,,166513.49
,,,,,,40,1,1,,103232.6
,,,,,,30,2,1,,120736.04
,,,,,,24,2,0,,15832.43
,,,,,,76,2,0,,188772.45
,,,,,,41,2,1,,114323.66
,,,,,,55,1,0,,181534.04
,,,,,,48,1,0,,102640.52
,,,,,,28,2,1,,158585.17
,,,,,,44,1,1,,178722.24
,,,,,,39,2,1,,153955.38
,,,,,,34,1,1,,65374.86
,,,,,,35,2,0,,102986.15
,,,,,,39,1,0,,136643.84
,,,,,,40,4,1,,77063.63
,,,,,,29,1,1,,9633.01
,,,,,,51,2,0,,43496.36
,,,,,,32,2,1,,24267.28
,,,,,,41,1,1,,59354.24
,,,,,,34,2,0,,28269.86
,,,,,,31,1,1,,143162.34
,,,,,,23,1,1,,20199.3
